ExhibitId, Name, Price, DatePurchased
18729,Harp,407.5,2014/06/24
18730,Dudy (Czech bagpipes),486.2,2016/10/09
18731,Hocchiku (Japanese flute),709.5,2005/12/26
18732,Moodswinger (zither),40.2,2010/12/21
18733,Guiro (South & Central American notched gourd that is scraped),572.7,2006/07/03
18734,Cavaquinho (Portuguese guitar),352.7,1999/03/12
18735,Conch (seashell horn),786.1,2013/03/27
18736,Bass Clarinet,466.4,2008/06/10
18737,Bass / baritone oboe,642.0,2001/04/08
18738,Mellotron (polyphonic keyboard),230.0,2005/04/18
18739,Darabukka (Arabic drum),463.5,2015/02/22
18740,Darabukka (Arabic drum),22.8,1997/04/15
18741,Clarinette d’amour,170.1,2013/12/14
18742,Guitar,865.0,1995/01/05
18743,Nose flute,66.9,2012/12/22
18744,Setar (Iranian lute),372.4,2005/05/07
18745,Glasschord (crystallophone),219.7,2008/04/13
18746,Ondes martenot (electronic keyboard and slide),931.0,2002/06/04
18747,Dombak (Iranian drum),409.3,2010/08/11
18748,Slide guitar,940.5,2000/09/30
18749,Bifora (Sicilian oboe),303.1,1994/05/14
18750,Northumbrian smallpipes,495.0,2014/06/25
18751,Washint (Ethiopian flute),854.1,2010/05/11
18752,Classical guitar,259.1,2009/10/08
18753,Gaita (Portuguese & Spanish bagpipe),882.4,2006/10/18
18754,Acoustic bass guitar,735.5,2007/04/13
18755,Taphon (Thai drum),513.0,2001/01/29
18756,Lithophone (stone barred xylophone),952.9,2007/03/26
18757,Pastoral pipes,169.7,2016/12/04
18758,Guitar,566.7,2008/08/17
18759,T?rogat? (Hungarian shawm),632.5,2008/09/11
18760,Zhuihu (Chinese bowed stringed instrument),126.3,2015/03/06
18761,Jinghu (Chinese bowed stringed instrument),911.9,2005/12/07
18762,Heckelphone,270.3,2016/01/05
18763,Welsh pipes,399.0,2007/12/30
18764,Bandone?n (Argentinian concertina),868.1,2016/01/16
18765,Chitarrone (lower-toned lute),988.8,2010/01/30
18766,Lute,201.6,2001/05/11
18767,Veuze (French bagpipe),136.6,2009/12/21
18768,Cu?ca (Brazilian drum),185.1,2009/03/11
18769,Koto (Japanese zither),491.1,2005/11/19
18770,Xylophone,666.9,1995/02/03
18771,Khol (South Indian drum),303.5,2010/11/08
18772,Tromba marina (European stringed instrument),62.0,2009/12/14
18773,Naqara (Mongolian war drum),17.3,2017/08/16
18774,Tea chest bass (skiffle bass),782.8,2013/05/05
18775,Clavichord (European stringed keyboard),342.0,2000/06/28
18776,Erhu (Chinese violin),533.4,2009/12/15
18777,Guiro (South & Central American notched gourd that is scraped),951.7,1999/03/25
18778,Willow flute,689.4,2010/11/22
18779,Overtone guitar,522.5,2015/12/28
18780,Cowbell,376.8,2016/03/15
18781,Darbuka (Greek drum),403.6,1995/01/03
18782,Baritone saxophone,87.7,1995/11/03
18783,Xylophone,259.2,2012/09/05
18784,Koudi (Chinese flute),562.3,2010/04/21
18785,Basse a Pistons (French Euphonium),132.1,2016/07/04
18786,Flugelhorn,696.9,2005/04/19
18787,Bandone?n (Argentinian concertina),126.2,2002/04/09
18788,Nay (Syrian wooden flute),320.3,2014/09/01
18789,Serunai (Islamic reed instrument),737.4,2013/05/08
18790,Nay (Syrian wooden flute),35.0,1995/07/07
18791,Saw sam sai (Thai bowed stringed instrument),715.1,2015/08/31
18792,Launeddas (Sardinian triple clarinet),824.0,2014/09/08
18793,Flute,764.0,2014/09/10
18794,Biwa (Japanese short-necked lute),54.1,1995/04/11
18795,Dudy (Czech bagpipes),549.5,2008/11/07
18796,Gusle/ gusla (Balkan guitar),849.6,2002/07/12
18797,Octaban (cylinder drum),644.1,2001/03/10
18798,Sackbutt (trombone family’s ancestor),897.0,2010/09/24
18799,Welsh pipes,502.5,2014/06/27
18800,Kokyu (Japanese bowed instrument),164.8,2017/10/05
18801,Kulintang a kayo (Philippine xylophone),529.6,2003/02/10
18802,Glass marimba,354.7,2004/10/11
18803,Tonette (plastic recorder),450.1,1996/07/02
18804,Euphonium,205.7,1998/06/28
18805,Oboe da caccia,755.8,1997/07/25
18806,Kulintang/ kolintang (Philippine gong group),701.9,2000/02/06
18807,Heckelphone,216.0,2003/10/09
18808,Pipa (Chinese lute),560.1,2000/02/09
18809,Khol (South Indian drum),743.4,2011/09/06
18810,Baroque Wooden Flute,677.3,2008/07/17
18811,Soprano mandolin,812.0,2008/07/05
18812,Basse Cor,313.5,1996/08/23
18813,Chabrette (French bagpipe),631.3,2006/03/19
18814,Kulintang/ kolintang (Philippine gong group),572.1,1994/04/28
18815,Saenghwang (Korean mouth organ),647.8,1994/12/22
18816,Saxophone,129.8,2016/05/10
18817,Dabakan (Philippine drum),96.6,1995/04/01
18818,Setar (Iranian lute),147.3,2003/05/04
18819,Pastoral pipes,986.5,2002/11/20
18820,Natural Trumpet,298.8,2011/08/08
18821,Turntables,823.4,1997/08/24
18822,Vichitra veena (Indian stringed instrument),872.1,2014/05/01
18823,Sleigh Bells,561.2,2005/11/21
18824,Hichiriki (Japanese Oboe),206.5,2001/03/15
18825,Boha (French bagpipe),397.0,1994/06/28
18826,Hurdy Gurdy,354.6,2007/12/31
18827,Ryuteki (Japanese flute),641.9,2009/10/20
18828,Siren,921.2,1999/09/17
18829,Bianqing (Chinese stone chimes),419.2,2016/08/30
18830,Trumpet Bb,626.6,2008/03/04
18831,Mbira/ Sanza/ Thumb Piano (African stringed instrument),306.0,1998/05/15
18832,Sleigh Bells,906.7,2016/05/19
18833,Shofar (Jewish horn),38.1,1995/03/06
18834,Mandocello (large mandolin),545.0,2000/02/03
18835,Qanun (Turkish zither),170.9,2014/10/13
18836,Ophicleide,755.5,2003/01/23
18837,Harpsichord,608.7,2012/02/11
18838,Veuze (French bagpipe),763.5,1998/11/23
18839,Tenoroon (tenor bassoon),457.4,2004/01/11
18840,Tenoroon (tenor bassoon),441.2,2004/09/21
18841,Bayan (Russian Accordion),75.8,2004/03/25
18842,Cello,155.0,2003/04/17
18843,Tulum (Turkish bagpipe),659.8,2019/01/01
18844,Timple (Canary Islands/ Murcia ukulele),315.7,2006/08/28
18845,Shekere (African rattle),446.0,2010/01/31
18846,Button accordian,811.3,2007/08/07
18847,Cimbasso,973.1,2006/02/02
18848,Paixiao (Chinese flute),14.6,2004/07/20
18849,Contrabass saxophone,562.0,1996/07/11
18850,Ukulele (Hawaiian guitar),751.5,2012/03/01
18851,Chabrette (French bagpipe),773.4,2004/10/21
18852,Lancashire great-pipe,327.0,2007/03/14
18853,Bass Drum,638.1,2008/10/26
18854,Ruan (Chinese plucked stringed instrument),222.3,1995/01/10
18855,Mridangam (South Indian drum),514.6,2010/04/26
18856,Mittlealtersackpfeife (German medieval bagpipe),492.5,2005/04/26
18857,Lambeg (Irish drum),864.4,2001/01/04
18858,Cornet/ Cornett/ Cornetto/ Zink,199.4,1999/03/25
18859,Kulintang a putao/ kulintang a tiniok (Philippine metallophone),156.6,2012/06/03
18860,Castanets,76.6,2003/05/11
18861,Alto sarrusophone,703.5,1997/04/07
18862,Quena (Andean flute),464.9,2014/08/27
18863,Alboka (Spanish double hornpipe),672.2,2006/07/04
18864,Tenor saxophone,811.6,2015/04/15
18865,Finger Cymbals,414.7,1999/10/23
18866,Leier (German hurdy gurdy),909.8,2004/02/23
18867,Reed Pipe,894.1,1998/01/24
18868,Mandolin,791.7,1997/12/27
18869,Rebab (Arabic bowed stringed instrument),76.9,1997/06/14
18870,Mandola (US/ Canadian fretted stringed instrument),716.6,2017/02/08
18871,Mellotron (polyphonic keyboard),169.1,2013/09/23
18872,Theremin (oscillator),143.7,1997/08/08
18873,Saung (Burmese harp),681.8,2000/04/09
18874,"Bandola (plucked lute from Cuba,46.5,2013/12/04
18875,Sihu (Chinese bowed stringed instrument),43.1,2004/05/31
18876,Violin,534.3,2015/02/17
18877,Willow flute,895.8,2000/10/19
18878,Tar (Persian lute),112.3,2002/09/10
18879,Harp guitar,281.9,2013/08/17
18880,Metallophones (metal barred xylophone),381.0,2009/08/13
18881,Jew’s harp,523.0,1997/10/02
18882,Djembe (West African hand drum),225.9,1997/02/02
18883,Basset horn,464.6,1998/01/07
18884,Ghatam (Indian drum),116.4,2003/05/01
18885,Bianzhong (Chinese bronze bells ),383.6,1999/09/26
18886,Aru-ding or kubing  (Philippine Jew’s harp),742.2,2008/09/10
18887,Ching (Cambodian/ Thai finger cymbals),999.2,2012/08/14
18888,Teponaztli (Mexican wooden drum),448.3,1994/07/08
18889,Koto (Japanese zither),943.7,2006/09/23
18890,Quena (Andean flute),773.1,1994/09/28
18891,Trombone,328.3,2003/02/04
18892,Sarrusophone,762.5,2001/01/27
18893,Guitarr?n (Mexican large bass guitar),268.3,2013/11/22
18894,Flageolets,713.5,2012/03/24
18895,Rebec (15th/ 16th century rebab),246.9,2016/11/23
18896,Gaida (Southern Balkan bagpipes),261.9,1997/07/29
18897,Great Irish warpipes,792.4,2005/04/01
18898,Chitarrone (lower-toned lute),77.0,2016/06/08
18899,Melodica,182.6,2004/09/09
18900,Fangxiang (Chinese metallophone),936.5,2000/02/13
18901,Guzheng (Chinese zither),804.6,1999/04/09
18902,Harp,771.2,2003/08/29
18903,Mbira/ Sanza/ Thumb Piano (African stringed instrument),390.3,2010/08/20
18904,Contrabass ? anche,788.7,1996/09/09
18905,Nose flute,164.1,2011/09/30
18906,Psaltery (plucked zither),78.5,2003/06/04
18907,Musical bow,301.6,2012/05/30
18908,Bouzouki (Greek lute),800.1,1997/04/04
18909,Basset horn,610.0,2010/10/13
18910,Denis d’or (ancient Czech chordophone),943.2,1995/10/26
18911,Tuba,747.7,1995/11/21
18912,Zhongdihu (bass erhu),709.1,1999/08/23
18913,Finger Cymbals,764.9,2002/05/17
18914,Bass sarrusophone,168.1,2008/08/29
18915,Moodswinger (zither),551.6,2014/12/09
18916,Sorna (Afghan serunai),148.1,2012/11/30
18917,Clarinette d’amour,473.5,2015/09/09
18918,Cu?ca (Brazilian drum),967.4,2012/11/28
18919,Janggu (Korean drum),611.5,2002/01/22
18920,Hichiriki (Japanese Oboe),558.1,2006/09/19
18921,Glasschord (crystallophone),82.1,2016/02/16
18922,Overtone guitar,289.0,2001/11/23
18923,Guiro (South & Central American notched gourd that is scraped),921.6,2011/02/07
18924,Japanese Bamboo Flute/ Shakuhachi ,258.3,1995/09/03
18925,Bell,668.5,2011/01/04
18926,Great Irish warpipes,999.1,2014/09/19
18927,Ghatam (Indian drum),40.8,1996/09/10
18928,Kagul (Philippine slit drum),301.2,2018/11/26
18929,Darvyra (Greek Duct Flute),134.4,2012/08/27
18930,Langeleik (Norwegian stringed instrument),58.8,2014/08/06
18931,Alto horn,312.5,1995/06/07
18932,Balafon (xylophone from Ghana),600.3,1994/03/27
18933,Baryton (German Euphonium),968.8,2013/02/18
18934,Ganza (Brazilian rattle),787.2,1999/07/07
18935,Clavichord (European stringed keyboard),710.1,2007/09/21
18936,Chimes,887.3,1999/01/14
18937,Dutar (Central Asian lute),93.8,1996/07/10
18938,Vibraphone/ vibraharp ,795.3,2019/03/14
18939,H?licon,457.2,2013/10/04
18940,Horagai (Japanese conch),43.4,2013/06/08
18941,Yun Lo (Chinese gong),509.5,2005/06/23
18942,Launeddas (Sardinian triple clarinet),264.4,2015/11/11
18943,Rebab (Arabic bowed stringed instrument),932.5,2004/11/23
18944,Bodhr?n (Irish drum),358.9,2009/09/10
18945,Berimbau (Brazilian musical bow),433.1,1999/02/09
18946,Harp,66.5,2017/09/07
18947,Sampho (Cambodian barrel drum),279.9,2011/09/09
18948,Bianqing (Chinese stone chimes),211.1,2000/02/14
18949,Teponaztli (Mexican wooden drum),213.6,2004/07/07
18950,Classical guitar,258.0,1997/04/11
18951,Balalaika (Central Asian 2 or 3 stringed guitar),991.4,2001/11/26
18952,Veuze (French bagpipe),68.7,1996/05/04
18953,Kwa-yen (Chinese hanging drum),283.2,2004/06/29
18954,Sarunay/ saronay/ sarunai/ saronai (Philippine metallophone),553.6,2017/09/14
18955,Koto (Japanese zither),828.9,2008/06/23
18956,Erxian (Chinese bowed stringed instrument),481.6,2010/04/29
18957,Viola da gamba,438.6,1999/12/31
18958,Tom-tom,524.8,1996/11/08
18959,Tagutok (Philippine slit drum),507.7,2014/02/04
18960,Folgerphone,957.6,2005/09/27
18961,Babendil (Philippine gong),268.0,1995/02/03
18962,Steel drum,648.9,2002/04/25
18963,Dombak (Iranian drum),730.9,2002/09/04
18964,Berimbau (Brazilian musical bow),293.5,2009/01/11
18965,Bawu (Chinese wind instrument shaped like a flute ),273.5,2016/01/23
18966,Ceng (Turkish harp),606.8,2005/11/08
18967,Ranat ek elk (Thai metallophone),232.2,2015/08/13
18968,Kokyu (Japanese bowed instrument),250.4,2014/12/15
18969,Bass sarrusophone,912.4,2009/02/12
18970,Cu?ca (Brazilian drum),518.2,2013/07/13
18971,Alto horn,260.5,2012/06/25
18972,Kulintang a kayo (Philippine xylophone),157.6,2009/11/08
18973,Dutar (Central Asian lute),947.9,1998/11/05
18974,Octapad (electronic drumpad),651.7,2002/08/26
18975,Soprano clarinet,992.9,1996/05/28
18976,Mittlealtersackpfeife (German medieval bagpipe),530.9,2017/07/12
18977,Zonghu (Chinese bowed stringed instrument),725.7,2018/08/08
18978,Gan gan (West African small talking drum),192.0,2014/05/22
18979,Trumpet Bb,754.5,2006/10/07
18980,Hosho (Zimbabwean rattle),385.3,2009/10/26
18981,Alto flute,610.7,1993/11/03
18982,Baritone saxophone,299.5,1999/04/29
18983,Archlute,888.9,1998/03/26
18984,Bazooka (telescopic brass tubing),796.3,2001/03/08
18985,K?n b?u (Vietnamese reed),77.8,1996/04/12
18986,Mandocello (large mandolin),482.3,2017/03/26
18987,Cornet/ Cornett/ Cornetto/ Zink,434.7,1996/07/24
18988,Alto clarinet,918.2,1997/10/07
18989,Clavichord (European stringed keyboard),773.1,1997/03/05
18990,Dabakan (Philippine drum),379.4,2016/07/02
18991,Concertina,936.6,1998/05/16
18992,Ranat ek elk (Thai metallophone),700.2,2005/05/07
18993,Finger Cymbals,356.2,2007/02/04
18994,Ondes martenot (electronic keyboard and slide),306.9,2010/08/14
18995,Bodhr?n (Irish drum),280.9,2015/06/13
18996,Sralai (Cambodian reed),815.6,1998/01/14
18997,Clavichord (European stringed keyboard),823.0,2002/01/22
18998,Gajdy (Eastern European bagpipes),322.6,2004/08/19
18999,Alto horn,434.6,2009/10/14
19000,Irish Uilleann (Indoor bagpipe),108.2,2009/06/09
19001,Harp,305.2,2013/11/04
19002,Igil (Tuvan bowed instrument),298.2,1998/09/04
19003,Rainstick,685.8,2002/06/11
19004,Xylorimba (extended range xylophone),451.9,2012/07/04
19005,Northumbrian smallpipes,199.9,2013/02/04
19006,Octaban (cylinder drum),421.9,1998/12/12
19007,Subcontrabass flute,230.1,1995/07/22
19008,"Cymbals – crash,299.3,2013/11/15
19009,Zhongdihu (bass erhu),200.5,1996/11/13
19010,Arpa nottolini (Italian hooked harp),377.1,1996/08/10
19011,Contrabass clarinet,222.3,1998/10/22
19012,Guzheng (Chinese zither),312.9,1997/11/26
19013,Sackbutt (trombone family’s ancestor),261.7,1999/08/15
19014,Suling (Indonsian/Philippine flute),606.4,2002/04/29
19015,Pan pipes,270.9,2007/05/20
19016,Piccolo clarinet,373.2,1998/04/10
19017,Drum machine,528.4,2001/09/26
19018,Duff (Islamic tambourine),880.0,2017/10/15
19019,Zonghu (Chinese bowed stringed instrument),870.2,1994/09/03
19020,Denis d’or (ancient Czech chordophone),64.9,2012/03/11
19021,Sac de gemecs (Catalonian bagpipe),915.8,2019/02/05
19022,Tuhu (Chinese bowed stringed instrument),310.7,2009/04/27
19023,Musette de cour (French bagpipe),528.5,1999/05/06
19024,Dahu (Chinese bowed stringed instrument),122.5,2010/05/29
19025,Gaohu (Chinese bowed stringed instrument),338.6,2013/04/23
19026,Leiqin (Chinese bowed instrument),162.1,2014/08/27
19027,Guiro (South & Central American notched gourd that is scraped),935.6,2001/12/21
19028,Gehu (Chinese cello-like),826.5,2007/02/06
19029,Tro u (Cambodian bowed stringed instrument),566.0,2013/12/07
19030,Sackbutt (trombone family’s ancestor),591.8,2009/04/14
19031,Ophicleide,103.4,2009/11/25
19032,Soprano saxophone,41.5,2000/12/18
19033,Ahoko (Ivory Coast rattle),108.1,2001/10/05
19034,Sallaneh (Iranian plucked stringed instrument),652.2,2002/08/17
19035,Tenoroon (tenor bassoon),551.8,2017/10/03
19036,Natural Trumpet,166.4,2006/08/11
19037,Hooked harp,442.3,2007/08/30
19038,Xiao (Chinese flute),883.3,2014/05/06
19039,Cymbalum (Western European hammered dulcimer),154.8,2010/11/25
19040,Washboard,802.6,1996/09/04
19041,Hsaio (Chinese Duct Flute),888.6,1994/09/26
19042,Metallophones (metal barred xylophone),483.9,2007/11/30
19043,Pulalu (Philippine flute),947.3,2017/07/16
19044,Croatian bagpipes,77.2,2011/09/21
19045,Nyckelharpa (Swedish key harp),708.7,2012/07/01
19046,Dudelsack (German bagpipe),933.0,2009/06/04
19047,Oboe d’amore,218.7,2010/12/31
19048,Sopranino saxophone,428.2,2010/08/27
19049,Sabar (Senegalese drum),526.6,2004/12/01
19050,Dudy (Czech bagpipes),308.0,2013/06/04
19051,Dahu (Chinese bowed stringed instrument),936.7,2007/05/26
19052,Saw ou (Thai bowed stringed instrument),318.9,2008/04/08
19053,Brian Boru bagpipes,505.9,2016/05/07
19054,Serunai (Islamic reed instrument),812.8,2003/05/04
19055,Harpsichord,106.9,2010/05/04
19056,Da’uli da’uli (Indonesian xylophone),439.9,2009/09/14
19057,Gajdy (Eastern European bagpipes),677.5,2003/12/19
19058,Tenoroon (tenor bassoon),226.9,2004/06/14
19059,Gender (Indonesian brass xylophone),359.4,1996/07/13
19060,Volinka (Russian bagpipes),522.9,1997/12/28
19061,Qanun (Turkish zither),213.3,2010/07/19
19062,Zonghu (Chinese bowed stringed instrument),38.0,2009/04/15
19063,Bodega (French bagpipe),212.3,2007/01/28
19064,Chimes,999.6,2016/02/27
19065,Nose flute,206.9,2003/04/30
19066,Riq/ riqq/ rik (Arabic tambourine),627.4,1993/05/23
19067,Kissar (West African lyre),797.1,1999/11/11
19068,Sackbutt (trombone family’s ancestor),460.6,2011/04/13
19069,Quinticlave (Ophicleide),541.5,1995/04/01
19070,Cornet/ Cornett/ Cornetto/ Zink,745.4,2000/09/07
19071,Clavichord (European stringed keyboard),980.1,2014/12/12
19072,Bass flute,170.1,1997/08/15
19073,Bianzhong (Chinese bronze bells ),381.4,1993/09/25
19074,Leiqin (Chinese bowed instrument),365.1,2006/03/10
19075,Double Bass,293.1,1998/03/19
19076,Basse a Pistons (French Euphonium),124.2,2010/07/02
19077,Contrabass oboe,607.4,1997/02/13
19078,Mizwad (Arabic bagpipe),881.6,1999/08/10
19079,Irish Uilleann (Indoor bagpipe),808.2,2004/12/06
19080,Musical Saw (wood cutting saw),710.2,1997/04/18
19081,Piccolo oboe,933.0,2001/09/15
19082,Sampho (Cambodian barrel drum),626.7,2003/12/14
19083,Dihu (Chinese large bowed stringed instrument),864.6,2002/04/13
19084,Cabrette (French bagpipe),70.0,1994/12/21
19085,Dudelsack (German bagpipe),450.2,2016/05/14
19086,Mbira/ Sanza/ Thumb Piano (African stringed instrument),940.3,2015/11/03
19087,Sampler,325.0,2013/07/04
19088,Khol (South Indian drum),550.5,2005/07/04
19089,Doulophone/ cuprophone,144.0,2003/02/03
19090,Alphorn,894.4,2018/06/27
19091,Bifora (Sicilian oboe),890.0,2004/04/04
19092,Gusle/ gusla (Balkan guitar),231.2,1997/03/12
19093,Dihu (Chinese large bowed stringed instrument),374.3,1997/01/24
19094,Erhu (Chinese violin),903.7,2013/04/26
19095,Trumpet,790.7,1999/07/15
19096,Tenor saxophone,578.5,1994/10/02
19097,French Horn,817.8,2015/09/21
19098,Cornet/ Cornett/ Cornetto/ Zink,300.9,1993/11/25
19099,Ektara (Indian one-string),11.7,2006/06/08
19100,Ud/ oud (Arabic and Islamic lute),330.5,1997/03/16
19101,Ocarina,863.2,2002/09/05
19102,Timpani/ kettle drum,448.4,2009/10/30
19103,Xylorimba (extended range xylophone),110.8,2010/06/08
19104,Violotta,129.9,2013/09/05
19105,Turntables,666.0,2018/09/28
19106,Saxhorn,109.0,2012/08/30
19107,Sanxian (Chinese lute),845.4,2014/01/22
19108,Sac de gemecs (Catalonian bagpipe),430.2,1994/09/04
19109,Ahoko (Ivory Coast rattle),671.1,2005/12/04
19110,Tamburitza (Croatian/ Serbian mandolin),432.0,2015/07/29
19111,Erxian (Chinese bowed stringed instrument),562.1,2010/05/02
19112,Violotta,194.7,2007/08/13
19113,Tsampouna (Greek bagpipe),983.7,2002/09/08
19114,Marinbaphone,12.1,2006/08/13
19115,Rudra veena (Indian plucked stringed instrument),222.6,2016/07/19
19116,Gan gan (West African small talking drum),462.8,2014/11/03
19117,Sousaphone,307.5,2017/04/07
19118,Sopranino saxophone,469.8,1999/06/07
19119,Dubreq stylophone,81.4,2007/09/18
19120,Octapad (electronic drumpad),976.4,2019/01/11
19121,Balalaika (Central Asian 2 or 3 stringed guitar),373.7,1996/04/03
19122,Leier (German hurdy gurdy),417.6,1995/05/19
19123,Hsaio (Chinese Duct Flute),817.5,2013/10/15
19124,Dudy (Czech bagpipes),146.0,2013/10/05
19125,Kettle drum/ Timpani,143.8,2004/02/04
19126,Koudi (Chinese flute),843.1,2006/11/12
19127,Zonghu (Chinese bowed stringed instrument),22.8,2010/09/11
19128,Sallaneh (Iranian plucked stringed instrument),816.8,1996/01/12
19129,Whip,177.1,1995/01/08
19130,Sitar (South Asian lute),788.9,2003/11/06
19131,Alboka (Spanish double hornpipe),743.5,2012/01/02
19132,Roman tuba,431.8,2012/06/13
19133,Mando-bass (bass mandolin),170.8,2002/07/05
19134,Lute,737.9,2012/05/05
19135,Bass guitar,566.4,1993/01/16
19136,Doedelzak (Dutch bagpipe),670.4,2015/05/01
19137,Great Irish warpipes,776.4,2010/04/07
19138,Ceng (Turkish harp),505.9,2011/06/15
19139,Bazooka (telescopic brass tubing),317.4,2005/05/14
19140,Clavichord,150.2,1994/08/27
19141,Taiko (Japanese drum),340.4,1995/08/15
19142,Kwintangen kayo/ luntang (Philippine xylophone),733.6,2008/12/22
19143,Tom-tom,376.9,1999/11/25
19144,Quena (Andean flute),575.1,2007/04/28
19145,Balalaika (Central Asian 2 or 3 stringed guitar),430.2,1999/09/26
19146,Psaltery (plucked zither),930.2,2004/07/25
19147,Sampler,572.5,2018/09/09
19148,Leier (German hurdy gurdy),410.0,1998/09/22
19149,Aru-ding or kubing  (Philippine Jew’s harp),542.9,2003/07/01
19150,Rebec (15th/ 16th century rebab),252.3,2017/05/30
19151,Chromatic accordian,767.1,1996/08/22
19152,Cigar box guitar,203.9,2011/02/12
19153,Pan pipes,361.9,1997/09/06
19154,Marimba,399.3,2017/07/31
19155,Didgeridoo (Aboriginal Natural Trumpet),37.1,2011/05/05
19156,Gambang (Indonesian xylophone),172.1,2003/02/25
19157,Bock (German bagpipes),160.7,2011/08/30
19158,Balafon (xylophone from Ghana),26.3,2009/01/12
19159,Acoustic bass guitar,423.8,1998/10/17
19160,Khene (Northeast Thailand mouth organ),905.3,2005/12/07
19161,Inci (Philippine flute),602.0,2015/07/29
19162,Zampogna (Italian bagpipe),433.5,2008/05/26
19163,Tenoroon (tenor bassoon),12.5,1995/11/14
19164,Tulum (Turkish bagpipe),693.6,1994/10/08
19165,Sanxian (Chinese lute),874.3,2006/01/11
19166,Tuba,999.6,2009/06/30
19167,Appalachian dulcimer,575.8,2009/01/31
19168,Array Mbira (African thumb piano),798.8,2006/04/26
19169,Great Irish warpipes,731.1,1998/04/21
19170,K?n b?u (Vietnamese reed),766.8,1996/07/07
19171,Ryuteki (Japanese flute),899.3,2000/12/31
19172,Yueh Ch’in (Chinese lute),597.6,2001/01/11
19173,Kwintangen kayo/ luntang (Philippine xylophone),165.5,1994/09/26
19174,Malimba (xylophone from the Congo),606.3,2013/03/11
19175,Tea chest bass (skiffle bass),276.4,2015/08/03
19176,Sackbutt (trombone family’s ancestor),575.9,2010/10/23
19177,Geomungo/ komungo (Korean zither),699.1,2012/12/29
19178,Gajdy (Eastern European bagpipes),58.6,1996/11/30
19179,Didgeridoo (Aboriginal Natural Trumpet),36.5,2000/06/23
19180,Cowbell,580.4,2001/10/18
19181,Zufalo (Italian flute),777.9,2004/02/02
19182,Sanxian (Chinese lute),308.5,2008/01/10
19183,Vihuela (Spanish 2-string guitar),592.0,2005/11/18
19184,Recorder (Descant),322.4,1995/10/03
19185,Trekspill (Norwegian Accordian),69.1,2019/02/03
19186,Suling (Indonsian/Philippine flute),748.2,2006/04/04
19187,Great Irish warpipes,376.0,2008/02/07
19188,Contrabass flute,129.7,1993/04/24
19189,Koziol (Polish bagpipe),778.8,2000/12/15
19190,Vertical flute,510.9,2010/04/04
19191,Quinticlave (Ophicleide),614.7,2007/07/15
19192,Gaida (Southern Balkan bagpipes),302.7,2008/04/24
19193,Mellophone,742.1,1998/02/10
19194,Musical Saw (wood cutting saw),619.2,2014/10/20
19195,Ahoko (Ivory Coast rattle),101.3,2016/01/23
19196,Soprano clarinet,113.6,1996/09/09
19197,Ching (Cambodian/ Thai finger cymbals),598.5,2016/05/04
19198,Electric piano,503.9,1993/06/30
19199,Paixiao (Chinese flute),190.5,2010/01/24
19200,English Horn/ Cor Anglais (French tenor Oboe),496.4,2003/06/22
19201,Basse a Pistons (French Euphonium),630.5,2018/04/15
19202,Tar (Persian lute),207.2,1995/10/03
19203,Serunai (Islamic reed instrument),941.6,2009/03/24
19204,Oliphant/ Cor d’Oliphant,927.5,2010/07/26
19205,Hang (steel hand drum),265.1,2016/04/12
19206,Gaohu (Chinese bowed stringed instrument),332.6,2011/08/05
19207,Kulintang a putao/ kulintang a tiniok (Philippine metallophone),291.1,2005/04/06
19208,Tan-tan (Brazilian hand drum),208.5,2000/11/16
19209,Lambeg (Irish drum),111.4,2007/04/06
19210,Gandingan a kayo (Philippine xylophone),636.3,1997/05/05
19211,Cimbasso,844.6,2017/06/19
19212,Gaida (Southern Balkan bagpipes),513.3,2006/09/01
19213,Thavil (Indian drum),356.7,2007/09/03
19214,Denis d’or (ancient Czech chordophone),210.6,2008/04/19
19215,Torupill (Estonian bagpipe),119.6,2016/08/21
19216,Contrabass Sarrusophone,200.0,2001/04/09
19217,Lusheng (Chinese bamboo pipes),995.7,2008/04/17
19218,Tromboon/ babone,438.9,1999/08/30
19219,Cu?ca (Brazilian drum),684.5,1997/11/12
19220,Musette de cour (French bagpipe),10.8,2003/06/12
19221,Double contrabass flute,278.0,1998/07/17
19222,Bombarde,188.6,2007/03/16
19223,Rattle,537.7,2007/03/09
19224,Drum machine,829.3,2005/01/08
19225,Tromba marina (European stringed instrument),68.6,2011/09/19
19226,Horagai (Japanese conch),804.9,2007/04/27
19227,Shamisen (Japanese 3-stringed instrument),648.0,2015/04/08
19228,Appalachian dulcimer,799.4,2018/04/25
19229,Snare Drum,952.1,1999/08/29
19230,Zufalo (Italian flute),433.0,2009/01/25
19231,Guiro (South & Central American notched gourd that is scraped),265.6,2004/05/14
19232,Viola organista,151.3,2016/04/19
19233,Washboard,731.1,2004/03/19
19234,Doulophone/ cuprophone,783.0,1997/02/19
19235,Barbat (Iranian plucked lute),396.1,2010/06/28
19236,Dubreq stylophone,293.8,2006/06/03
19237,Mohan veena (Indian guitar),265.4,2011/09/28
19238,Hang (steel hand drum),325.1,2011/06/12
19239,Baryton (German Euphonium),640.2,2006/12/07
19240,Huemmelchen (German smallpipes),49.5,1995/11/04
19241,Khol (South Indian drum),133.6,2009/03/10
19242,Bass / baritone oboe,118.5,2002/01/19
19243,Viola d’amore,736.2,2010/06/23
19244,Xylorimba (extended range xylophone),22.8,2011/01/05
